2026-03-29 00:52:56 | INFO | application.py:148 | start | Init ReMe with config: {"backend":"","app_name":"ReMe","working_dir":"/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1","enable_logo":false,"language":"","thread_pool_max_workers":16,"ray_max_workers":-1,"log_to_console":false,"disabled_flows":[],"enabled_flows":[],"mcp_servers":{},"mcp":{"transport":"stdio","host":"0.0.0.0","port":8001},"http":{"host":"0.0.0.0","port":8001,"timeout_keep_alive":3600,"limit_concurrency":1000},"cmd":{"flow":""},"ops":{},"flows":{},"as_llms":{"default":{"backend":"openai","model_name":"qwen3.5-plus"}},"as_llm_formatters":{"default":{"backend":"openai"}},"as_token_counters":{"default":{"backend":"rule","token_count_estimate_divisor":3.75}},"llms":{},"embedding_models":{"default":{"backend":"openai","model_name":"","dimensions":1024,"use_dimensions":false,"enable_cache":true,"max_batch_size":10,"max_cache_size":3000,"max_input_length":8192,"api_key":"","base_url":""}},"vector_stores":{},"file_stores":{"default":{"backend":"chroma","embedding_model":"default","store_name":"copaw","vector_enabled":false,"fts_enabled":true}},"token_counters":{},"file_watchers":{"default":{"backend":"full","file_store":"default","watch_paths":["/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md","/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/memory.md","/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/memory"],"suffix_filters":[".md"],"recursive":false}},"metadata":{}}
2026-03-29 00:52:56 | WARNING | base_file_watcher.py:120 | _scan_existing_files | Watch path does not exist: /home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/memory.md
2026-03-29 00:52:56 | INFO | base_file_watcher.py:141 | _scan_existing_files | [SCAN_ON_START] Found 1 existing files matching watch criteria
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-16.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 2 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-16.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-16.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 1 chunks for /home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md
2026-03-29 00:52:56 | INFO | base_file_watcher.py:216 | on_changes | [FullFileWatcher] on_changes: {(<Change.added: 1>, '/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md')}
2026-03-29 00:52:56 | INFO | base_file_watcher.py:143 | _scan_existing_files | [SCAN_ON_START] Added 1 files to memory store
2026-03-29 00:52:56 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md, 1 chunks
2026-03-29 00:52:56 | WARNING | base_file_watcher.py:177 | _watch_loop | Skipping non-existent paths: {'/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/memory.md'}
2026-03-29 00:52:56 | INFO | base_file_watcher.py:180 | _watch_loop | Starting watch on valid paths: ['/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md', '/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/memory']
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-26.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 2 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-26.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-26.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-18.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 3 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-18.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-18.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-21.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 2 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-21.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-21.md
2026-03-29 00:52:57 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-11.md
2026-03-29 00:52:57 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 5 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-11.md
2026-03-29 00:52:57 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-11.md
2026-03-29 00:52:57 | INFO | base_file_watcher.py:216 | on_changes | [FullFileWatcher] on_changes: {(<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-17.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-10.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-28.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-14-afternoon.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-25.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-15.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/pending_tasks.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-12.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-19.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-14.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/MEMORY.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-24.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-23.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-13.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-16.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-26.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-18.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-21.md'), (<Change.added: 1>, '/home/fslong/.copaw/workspaces/default/memory/2026-03-11.md')}
2026-03-29 00:52:57 | INFO | base_file_watcher.py:143 | _scan_existing_files | [SCAN_ON_START] Added 19 files to memory store
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-17.md, 1 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-10.md, 3 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-28.md, 1 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-14-afternoon.md, 2 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-25.md, 1 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-15.md, 5 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/pending_tasks.md, 1 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-12.md, 11 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-19.md, 3 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-14.md, 5 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/MEMORY.md, 6 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-24.md, 8 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-23.md, 11 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-13.md, 5 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-16.md, 2 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-26.md, 2 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-18.md, 3 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-21.md, 2 chunks
2026-03-29 00:52:57 | INFO | base_file_watcher.py:151 | _scan_existing_files | Found existing file: /home/fslong/.copaw/workspaces/default/memory/2026-03-11.md, 5 chunks
2026-03-29 00:52:57 | WARNING | base_file_watcher.py:177 | _watch_loop | Skipping non-existent paths: {'/home/fslong/.copaw/workspaces/default/memory.md'}
2026-03-29 00:52:57 | INFO | base_file_watcher.py:180 | _watch_loop | Starting watch on valid paths: ['/home/fslong/.copaw/workspaces/default/MEMORY.md', '/home/fslong/.copaw/workspaces/default/memory']
2026-03-29 00:52:57 | INFO | application.py:497 | close | Closing file store: default
2026-03-29 00:52:57 | INFO | application.py:501 | close | Closing file watcher: default
2026-03-29 00:52:57 | INFO | base_file_watcher.py:97 | close | Stopped watching
2026-03-29 00:52:57 | INFO | application.py:509 | close | Closing embedding model: default
2026-03-29 00:52:57 | INFO | base_embedding_model.py:225 | _save_cache | Attempting to save cache, current size: 0
2026-03-29 00:52:57 | INFO | base_embedding_model.py:227 | _save_cache | Cache is empty, skipping save
2026-03-29 00:52:57 | INFO | application.py:516 | close | ReMe Application closed
2026-03-29 00:52:57 | INFO | application.py:497 | close | Closing file store: default
2026-03-29 00:52:57 | INFO | application.py:501 | close | Closing file watcher: default
2026-03-29 00:52:57 | INFO | base_file_watcher.py:97 | close | Stopped watching
2026-03-29 00:52:57 | INFO | application.py:509 | close | Closing embedding model: default
2026-03-29 00:52:57 | INFO | base_embedding_model.py:225 | _save_cache | Attempting to save cache, current size: 0
2026-03-29 00:52:57 | INFO | base_embedding_model.py:227 | _save_cache | Cache is empty, skipping save
2026-03-29 00:52:57 | INFO | application.py:516 | close | ReMe Application closed
