2026-03-29 00:52:52 | INFO | application.py:148 | start | Init ReMe with config: {"backend":"","app_name":"ReMe","working_dir":"/home/fslong/.copaw/workspaces/default","enable_logo":false,"language":"","thread_pool_max_workers":16,"ray_max_workers":-1,"log_to_console":false,"disabled_flows":[],"enabled_flows":[],"mcp_servers":{},"mcp":{"transport":"stdio","host":"0.0.0.0","port":8001},"http":{"host":"0.0.0.0","port":8001,"timeout_keep_alive":3600,"limit_concurrency":1000},"cmd":{"flow":""},"ops":{},"flows":{},"as_llms":{"default":{"backend":"openai","model_name":"qwen3.5-plus"}},"as_llm_formatters":{"default":{"backend":"openai"}},"as_token_counters":{"default":{"backend":"rule","token_count_estimate_divisor":3.75}},"llms":{},"embedding_models":{"default":{"backend":"openai","model_name":"","dimensions":1024,"use_dimensions":false,"enable_cache":true,"max_batch_size":10,"max_cache_size":2000,"max_input_length":8192,"api_key":"","base_url":""}},"vector_stores":{},"file_stores":{"default":{"backend":"chroma","embedding_model":"default","store_name":"copaw","vector_enabled":false,"fts_enabled":true}},"token_counters":{},"file_watchers":{"default":{"backend":"full","file_store":"default","watch_paths":["/home/fslong/.copaw/workspaces/default/MEMORY.md","/home/fslong/.copaw/workspaces/default/memory.md","/home/fslong/.copaw/workspaces/default/memory"],"suffix_filters":[".md"],"recursive":false}},"metadata":{}}
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 1 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-28.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-28.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-14-afternoon.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 2 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-14-afternoon.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-14-afternoon.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-25.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 1 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-25.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-25.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-15.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 5 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-15.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-15.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/pending_tasks.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 1 chunks for /home/fslong/.copaw/workspaces/default/memory/pending_tasks.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/pending_tasks.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-12.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 11 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-12.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-12.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-19.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 3 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-19.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-19.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-14.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 5 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-14.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-14.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/MEMORY.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 6 chunks for /home/fslong/.copaw/workspaces/default/MEMORY.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/MEMORY.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-24.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 8 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-24.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-24.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:66 | _on_changes | delete_file /home/fslong/.copaw/workspaces/default/memory/2026-03-23.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:69 | _on_changes | Upserted 11 chunks for /home/fslong/.copaw/workspaces/default/memory/2026-03-23.md
2026-03-29 00:52:56 | INFO | full_file_watcher.py:78 | _on_changes | File 1 changed: /home/fslong/.copaw/workspaces/default/memory/2026-03-23.md
2026-03-29 00:52:56 | INFO | service_context.py:85 | __init__ | update with args: ['config=light'] kwargs: {'embedding_models': {'default': {'backend': 'openai', 'api_key': '', 'base_url': '', 'model_name': '', 'dimensions': 1024, 'enable_cache': True, 'use_dimensions': False, 'max_cache_size': 3000, 'max_input_length': 8192, 'max_batch_size': 10}}, 'file_stores': {'default': {'backend': 'chroma', 'store_name': 'copaw', 'vector_enabled': False, 'fts_enabled': True}}, 'file_watchers': {'default': {'watch_paths': ['/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/MEMORY.md', '/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/memory.md', '/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1/memory']}}, 'enable_logo': False, 'log_to_console': False, 'working_dir': '/home/fslong/.copaw/workspaces/CoPaw_QA_Agent_0.1beta1'}
2026-03-29 00:52:56 | INFO | pydantic_config_parser.py:138 | _find_config_path | load config=/home/fslong/.local/lib/python3.13/site-packages/reme/config/light.yaml
