2026-03-20 13:51:40 | INFO | application.py:133 | start | Init ReMe with config: {"backend":"","app_name":"ReMe","working_dir":"/home/fslong/.copaw","enable_logo":false,"language":"","thread_pool_max_workers":16,"ray_max_workers":-1,"log_to_console":false,"disabled_flows":[],"enabled_flows":[],"mcp_servers":{},"mcp":{"transport":"stdio","host":"0.0.0.0","port":8001},"http":{"host":"0.0.0.0","port":8001,"timeout_keep_alive":3600,"limit_concurrency":1000},"cmd":{"flow":""},"ops":{},"flows":{},"as_llms":{"default":{"backend":"openai","model_name":"qwen3.5-plus"}},"as_llm_formatters":{"default":{"backend":"openai"}},"llms":{},"embedding_models":{"default":{"backend":"openai","model_name":"","dimensions":1024,"use_dimensions":false,"enable_cache":true,"max_batch_size":10,"max_cache_size":2000,"max_input_length":8192}},"vector_stores":{},"file_stores":{"default":{"backend":"chroma","embedding_model":"default","store_name":"copaw","vector_enabled":false,"fts_enabled":true}},"token_counters":{},"file_watchers":{"default":{"backend":"full","file_store":"default","watch_paths":["/home/fslong/.copaw/MEMORY.md","/home/fslong/.copaw/memory.md","/home/fslong/.copaw/memory"],"suffix_filters":[".md"],"recursive":false,"scan_on_start":true}},"metadata":{}}
2026-03-20 13:51:40 | INFO | full_file_watcher.py:70 | _on_changes | Upserted 1 chunks for /home/fslong/.copaw/MEMORY.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:79 | _on_changes | File 1 changed: /home/fslong/.copaw/MEMORY.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:67 | _on_changes | delete_file /home/fslong/.copaw/memory/2026-03-14.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:70 | _on_changes | Upserted 3 chunks for /home/fslong/.copaw/memory/2026-03-14.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:79 | _on_changes | File 1 changed: /home/fslong/.copaw/memory/2026-03-14.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:67 | _on_changes | delete_file /home/fslong/.copaw/memory/2026-03-10.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:70 | _on_changes | Upserted 3 chunks for /home/fslong/.copaw/memory/2026-03-10.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:79 | _on_changes | File 1 changed: /home/fslong/.copaw/memory/2026-03-10.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:67 | _on_changes | delete_file /home/fslong/.copaw/memory/2026-03-11.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:70 | _on_changes | Upserted 8 chunks for /home/fslong/.copaw/memory/2026-03-11.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:79 | _on_changes | File 1 changed: /home/fslong/.copaw/memory/2026-03-11.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:67 | _on_changes | delete_file /home/fslong/.copaw/memory/蓝桥杯试卷记录.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:70 | _on_changes | Upserted 2 chunks for /home/fslong/.copaw/memory/蓝桥杯试卷记录.md
2026-03-20 13:51:40 | INFO | full_file_watcher.py:79 | _on_changes | File 1 changed: /home/fslong/.copaw/memory/蓝桥杯试卷记录.md
2026-03-20 13:51:40 | INFO | base_file_watcher.py:212 | on_changes | [FullFileWatcher] on_changes: {(<Change.added: 1>, '/home/fslong/.copaw/memory/2026-03-16.md'), (<Change.added: 1>, '/home/fslong/.copaw/MEMORY.md'), (<Change.added: 1>, '/home/fslong/.copaw/memory/2026-03-14.md'), (<Change.added: 1>, '/home/fslong/.copaw/memory/2026-03-10.md'), (<Change.added: 1>, '/home/fslong/.copaw/memory/2026-03-11.md'), (<Change.added: 1>, '/home/fslong/.copaw/memory/蓝桥杯试卷记录.md')}
2026-03-20 13:51:40 | INFO | base_file_watcher.py:139 | _scan_existing_files | [SCAN_ON_START] Added 6 files to memory store
2026-03-20 13:51:40 | INFO | base_file_watcher.py:147 | _scan_existing_files | Found existing file: /home/fslong/.copaw/memory/2026-03-16.md, 1 chunks
2026-03-20 13:51:40 | INFO | base_file_watcher.py:147 | _scan_existing_files | Found existing file: /home/fslong/.copaw/MEMORY.md, 1 chunks
2026-03-20 13:51:40 | INFO | base_file_watcher.py:147 | _scan_existing_files | Found existing file: /home/fslong/.copaw/memory/2026-03-14.md, 3 chunks
2026-03-20 13:51:40 | INFO | base_file_watcher.py:147 | _scan_existing_files | Found existing file: /home/fslong/.copaw/memory/2026-03-10.md, 3 chunks
2026-03-20 13:51:40 | INFO | base_file_watcher.py:147 | _scan_existing_files | Found existing file: /home/fslong/.copaw/memory/2026-03-11.md, 8 chunks
2026-03-20 13:51:40 | INFO | base_file_watcher.py:147 | _scan_existing_files | Found existing file: /home/fslong/.copaw/memory/蓝桥杯试卷记录.md, 2 chunks
2026-03-20 13:51:40 | INFO | base_file_watcher.py:82 | start | Started watching: ['/home/fslong/.copaw/MEMORY.md', '/home/fslong/.copaw/memory.md', '/home/fslong/.copaw/memory']
2026-03-20 13:51:40 | WARNING | base_file_watcher.py:173 | _watch_loop | Skipping non-existent paths: {'/home/fslong/.copaw/memory.md'}
2026-03-20 13:51:40 | INFO | base_file_watcher.py:176 | _watch_loop | Starting watch on valid paths: ['/home/fslong/.copaw/MEMORY.md', '/home/fslong/.copaw/memory']
2026-03-20 13:53:23 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000095s ==========
2026-03-20 13:53:23 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.000300s ==========
2026-03-20 13:53:27 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000034s ==========
2026-03-20 13:53:27 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.004659s ==========
2026-03-20 13:53:31 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000051s ==========
2026-03-20 13:53:31 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.004212s ==========
2026-03-20 13:53:35 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000258s ==========
2026-03-20 13:53:35 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.019337s ==========
2026-03-20 13:53:39 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000327s ==========
2026-03-20 13:53:39 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.024083s ==========
2026-03-20 13:53:46 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000758s ==========
2026-03-20 13:53:46 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.013184s ==========
2026-03-20 13:53:50 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000058s ==========
2026-03-20 13:53:50 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.014741s ==========
2026-03-20 13:53:55 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000073s ==========
2026-03-20 13:53:55 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.014006s ==========
2026-03-20 13:54:00 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000227s ==========
2026-03-20 13:54:00 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.015045s ==========
2026-03-20 13:54:06 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000312s ==========
2026-03-20 13:54:06 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.010367s ==========
2026-03-20 13:54:10 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000085s ==========
2026-03-20 13:54:10 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.010145s ==========
2026-03-20 13:54:18 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000381s ==========
2026-03-20 13:54:18 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.009411s ==========
2026-03-20 13:54:21 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000267s ==========
2026-03-20 13:54:21 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.012014s ==========
2026-03-20 13:54:30 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000286s ==========
2026-03-20 13:54:30 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.010383s ==========
2026-03-20 13:54:35 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000073s ==========
2026-03-20 13:54:35 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.012418s ==========
2026-03-20 13:54:40 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000253s ==========
2026-03-20 13:54:40 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.012623s ==========
2026-03-20 13:54:46 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000110s ==========
2026-03-20 13:54:46 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.012901s ==========
2026-03-20 13:54:48 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000266s ==========
2026-03-20 13:54:48 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.013897s ==========
2026-03-20 13:54:56 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000083s ==========
2026-03-20 13:54:56 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.014730s ==========
2026-03-20 13:55:02 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000263s ==========
2026-03-20 13:55:02 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.014378s ==========
2026-03-20 13:55:06 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000241s ==========
2026-03-20 13:55:06 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.012161s ==========
2026-03-20 13:55:12 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000083s ==========
2026-03-20 13:55:12 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.014439s ==========
2026-03-20 13:55:14 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000344s ==========
2026-03-20 13:55:15 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.012548s ==========
2026-03-20 13:55:24 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000131s ==========
2026-03-20 13:55:24 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.012873s ==========
2026-03-20 13:55:31 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000092s ==========
2026-03-20 13:55:31 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.020113s ==========
2026-03-20 13:59:20 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000395s ==========
2026-03-20 13:59:20 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.017945s ==========
2026-03-20 13:59:28 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000093s ==========
2026-03-20 13:59:28 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.017595s ==========
2026-03-20 13:59:35 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000098s ==========
2026-03-20 13:59:36 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.018039s ==========
2026-03-20 13:59:39 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000273s ==========
2026-03-20 13:59:39 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.017382s ==========
2026-03-20 13:59:56 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000099s ==========
2026-03-20 13:59:56 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.020906s ==========
2026-03-20 14:00:03 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000111s ==========
2026-03-20 14:00:03 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.021431s ==========
2026-03-20 14:00:11 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000376s ==========
2026-03-20 14:00:11 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.022398s ==========
2026-03-20 14:00:20 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000221s ==========
2026-03-20 14:00:20 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.021479s ==========
2026-03-20 14:00:28 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000391s ==========
2026-03-20 14:00:28 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.022105s ==========
2026-03-20 14:00:33 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000129s ==========
2026-03-20 14:00:33 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.021286s ==========
2026-03-20 14:00:38 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000383s ==========
2026-03-20 14:00:38 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.020213s ==========
2026-03-20 14:00:46 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000399s ==========
2026-03-20 14:00:46 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.020922s ==========
2026-03-20 14:00:52 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000160s ==========
2026-03-20 14:00:52 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.020305s ==========
2026-03-20 14:00:55 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000191s ==========
2026-03-20 14:00:55 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.023953s ==========
2026-03-20 14:00:59 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000182s ==========
2026-03-20 14:00:59 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.023452s ==========
2026-03-20 14:01:02 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000191s ==========
2026-03-20 14:01:02 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.019708s ==========
2026-03-20 14:01:06 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000216s ==========
2026-03-20 14:01:06 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.020421s ==========
2026-03-20 14:01:15 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000217s ==========
2026-03-20 14:01:15 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.021753s ==========
2026-03-20 14:01:20 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000170s ==========
2026-03-20 14:01:20 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.021553s ==========
2026-03-20 14:01:25 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000147s ==========
2026-03-20 14:01:25 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.025973s ==========
2026-03-20 14:05:42 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000456s ==========
2026-03-20 14:05:42 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.027617s ==========
2026-03-20 14:05:53 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000208s ==========
2026-03-20 14:05:53 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.030790s ==========
2026-03-20 14:05:58 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000165s ==========
2026-03-20 14:05:58 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.026199s ==========
2026-03-20 14:06:09 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000171s ==========
2026-03-20 14:06:09 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.032666s ==========
2026-03-20 14:06:14 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000220s ==========
2026-03-20 14:06:14 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.030940s ==========
2026-03-20 14:06:18 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000163s ==========
2026-03-20 14:06:18 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.029174s ==========
2026-03-20 14:06:22 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000473s ==========
2026-03-20 14:06:22 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.031260s ==========
2026-03-20 14:06:30 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000343s ==========
2026-03-20 14:06:30 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.025793s ==========
2026-03-20 14:06:35 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000164s ==========
2026-03-20 14:06:35 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.028706s ==========
2026-03-20 14:06:40 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000150s ==========
2026-03-20 14:06:40 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.027755s ==========
2026-03-20 14:06:45 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000234s ==========
2026-03-20 14:06:45 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.031916s ==========
2026-03-20 14:06:49 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000342s ==========
2026-03-20 14:06:49 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.026399s ==========
2026-03-20 14:06:57 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000220s ==========
2026-03-20 14:06:57 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.030146s ==========
2026-03-20 14:07:09 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000163s ==========
2026-03-20 14:07:09 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.031878s ==========
2026-03-20 14:07:30 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000171s ==========
2026-03-20 14:07:30 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.031115s ==========
2026-03-20 14:07:34 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000171s ==========
2026-03-20 14:07:34 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.033834s ==========
2026-03-20 14:07:50 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000377s ==========
2026-03-20 14:07:50 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.036385s ==========
2026-03-20 14:07:57 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000350s ==========
2026-03-20 14:07:57 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.031592s ==========
2026-03-20 14:08:01 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000234s ==========
2026-03-20 14:08:01 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.031322s ==========
2026-03-20 14:08:05 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000177s ==========
2026-03-20 14:08:05 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.031431s ==========
2026-03-20 14:08:24 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000376s ==========
2026-03-20 14:08:24 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.033084s ==========
2026-03-20 14:08:29 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000188s ==========
2026-03-20 14:08:30 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.034644s ==========
2026-03-20 14:08:34 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000259s ==========
2026-03-20 14:08:34 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.030798s ==========
2026-03-20 14:08:38 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000271s ==========
2026-03-20 14:08:38 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.036861s ==========
2026-03-20 14:08:43 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000467s ==========
2026-03-20 14:08:43 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.033454s ==========
2026-03-20 14:08:50 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000283s ==========
2026-03-20 14:08:50 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.033702s ==========
2026-03-20 14:08:56 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000560s ==========
2026-03-20 14:08:56 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.037591s ==========
2026-03-20 14:09:01 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000304s ==========
2026-03-20 14:09:01 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.036651s ==========
2026-03-20 14:09:06 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000188s ==========
2026-03-20 14:09:06 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.039457s ==========
2026-03-20 14:09:19 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000417s ==========
2026-03-20 14:09:19 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.042984s ==========
2026-03-20 14:10:09 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000423s ==========
2026-03-20 14:10:09 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.037041s ==========
2026-03-20 14:10:15 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000356s ==========
2026-03-20 14:10:15 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.037833s ==========
2026-03-20 14:10:23 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000199s ==========
2026-03-20 14:10:23 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.039876s ==========
2026-03-20 14:10:34 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000402s ==========
2026-03-20 14:10:34 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.043913s ==========
2026-03-20 14:10:43 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000215s ==========
2026-03-20 14:10:43 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.039271s ==========
2026-03-20 14:10:54 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000531s ==========
2026-03-20 14:10:54 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.044880s ==========
2026-03-20 14:11:13 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000412s ==========
2026-03-20 14:11:13 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.045443s ==========
2026-03-20 14:11:20 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000580s ==========
2026-03-20 14:11:20 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.041117s ==========
2026-03-20 14:11:26 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000239s ==========
2026-03-20 14:11:26 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.040358s ==========
2026-03-20 14:11:31 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000462s ==========
2026-03-20 14:11:31 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.040989s ==========
2026-03-20 14:11:37 | INFO | base_op.py:277 | ToolResultCompactor.call | ========== cost=0.000224s ==========
2026-03-20 14:11:37 | INFO | base_op.py:277 | ContextChecker.call | ========== cost=0.041708s ==========
2026-03-20 14:12:56 | INFO | application.py:267 | close | Closing file store: default
2026-03-20 14:12:56 | INFO | application.py:271 | close | Closing file watcher: default
2026-03-20 14:12:56 | INFO | base_file_watcher.py:93 | close | Stopped watching
2026-03-20 14:12:56 | INFO | application.py:279 | close | Closing embedding model: default
2026-03-20 14:12:56 | INFO | base_embedding_model.py:233 | _save_cache | Attempting to save cache, current size: 0
2026-03-20 14:12:56 | INFO | base_embedding_model.py:235 | _save_cache | Cache is empty, skipping save
2026-03-20 14:13:09 | WARNING | application.py:259 | close | Application is not started
